Iteration	Ident	Success
369	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
370	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
371	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
372	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
373	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
374	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
375	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
376	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
377	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
378	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
379	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
380	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
381	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
382	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
383	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
384	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
385	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
386	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
387	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
388	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
389	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
390	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
391	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
392	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
393	effectance_pnode	False
394	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
395	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
396	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
397	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
398	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
399	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
400	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
403	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
404	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	True
405	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
406	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
407	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
408	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
409	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
410	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
411	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
412	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
413	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
414	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
415	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
416	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
417	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
418	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
419	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
420	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
421	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
422	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
423	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
424	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
425	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
426	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
427	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
428	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
429	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
430	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
431	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
432	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
433	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
434	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
435	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
436	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
437	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
438	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
439	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
440	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
441	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
442	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
443	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
444	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
445	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
446	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
447	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
448	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
449	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
450	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
451	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
452	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
453	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
454	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
455	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
456	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
457	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
458	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
459	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
460	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
461	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
462	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
463	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
464	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
465	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
466	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
467	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
468	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
469	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
470	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
471	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
472	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
472	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
473	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
474	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
475	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
476	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
477	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
478	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
479	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
480	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
481	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
482	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
483	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
484	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
485	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
486	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
487	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
488	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
489	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
490	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
491	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
492	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
493	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
494	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
495	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
496	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
497	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
498	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
499	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
500	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
501	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
502	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
503	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
504	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
505	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
506	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
507	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
508	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
509	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
510	effectance_pnode	False
513	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	True
514	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
515	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
517	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	True
518	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
519	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
520	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
521	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
522	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
523	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
524	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
525	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
526	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
527	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
528	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
529	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
530	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
532	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
533	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
534	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
535	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
536	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
537	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
538	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
539	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
540	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
541	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
542	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
543	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
544	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
545	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
546	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
547	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
548	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
549	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
550	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
551	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
552	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
553	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
554	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
555	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
556	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
557	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
558	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
559	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
560	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
561	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
562	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
563	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
564	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
565	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
566	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
567	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
568	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
569	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
570	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
571	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
572	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
573	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
574	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
575	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
576	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
577	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
577	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
578	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
579	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
580	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
581	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
582	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
583	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
584	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
585	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
586	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
587	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
588	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
589	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
590	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
591	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
592	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
593	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
594	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
595	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
596	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
597	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
598	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
599	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
600	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
601	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
602	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
603	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
604	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
604	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
605	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
606	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
607	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
608	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
609	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
610	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
611	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
612	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
613	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
614	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
615	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
616	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
617	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
618	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
619	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
620	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
621	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
622	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
623	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
624	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
625	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
626	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
627	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
628	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
629	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
630	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
631	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
632	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
633	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
634	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
635	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
636	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
637	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
638	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
639	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
640	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
641	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
642	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
643	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
644	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
645	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
646	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
647	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
648	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
649	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
650	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
651	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
652	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
653	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
654	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
655	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
656	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
657	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
658	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
659	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
660	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
661	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
662	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
663	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
664	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
665	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
666	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
667	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
668	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
669	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
670	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
671	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
672	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
673	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
674	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
675	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
676	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
677	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
678	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
678	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
679	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
680	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
681	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
682	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
683	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
684	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
685	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
686	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
687	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
688	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
689	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
690	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
691	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
691	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
691	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
692	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
693	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
694	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
695	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
696	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
697	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
698	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
699	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
700	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
701	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
702	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
703	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
704	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
705	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
706	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
707	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
708	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
709	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
710	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
711	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
712	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
713	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
714	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
715	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
716	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
717	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
718	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
719	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
719	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
721	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
722	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
723	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
724	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
724	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
725	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
726	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
727	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
728	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
729	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
730	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
731	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
